ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Roncadin (Chies d'Alpago);;;;;;;;;;;;;
Coordinata X 1762997 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5120910 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 1160 m s.l.m.;;;;;;;;;;;;;
Parametro Precipitazione (mm) somma;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Somma
2001;0.7;1.3;4.3;5;12.7;11.5;16.6;18.1;9.8;11.1;2.8;-1.6;7.7
2002;0.7;2;5.9;5.8;11;16;16.4;15.6;11.1;8.3;5.2;0.9;8.2
2003;-0.4;-1.9;5.7;5.8;13.7;18.9;18.8;20.6;12.5;5.9;4.7;1.5;8.8
2004;-1.8;0.9;2.3;6.5;8.8;14.4;16.7;17;13;9.8;4.7;2.7;7.9
2005;0;-2.4;2.8;6;12.1;15.5;17.2;14.8;13.1;8.8;3.3;-1;7.5
2006;-0.6;-0.3;1.2;7.3;11.1;15.7;19.4;13.9;14.9;10.8;5.3;3.2;8.5
2007;2.4;3;4.6;11;12.6;15.4;17.6;15.8;11.6;8.1;3.1;1.3;8.9
2008;1.9;2.1;2.7;6.1;11.5;15.4;16.7;17.2;11.4;9.5;3.9;1;8.3
2009;-0.2;-0.4;3.2;8.7;13.7;14.4;17.2;18.3;14.3;8.1;4.5;-0.4;8.4
2010;-2.3;-0.5;2.3;7.5;10;15.2;18.4;16.1;11.9;7.1;3.5;-1.5;7.3
2011;0.5;2.6;4.2;9.9;12.6;14.9;15.7;18.3;16;8.6;5.8;2;9.3
2012;0;-1.3;7.9;6.2;11.4;16.3;18.3;19.1;14;9.4;5.7;0;8.9
2013;1;-1.2;2;7.7;9.3;14.6;18.7;18.1;13.5;9.5;4.3;3.9;8.4
2014;1.6;2.3;6.3;8.4;10.5;15.2;15.8;15.3;13;10.8;7.4;2;9
2015;1.4;0.9;3.9;7.5;12;15.9;20.4;18.5;12.8;8.7;7.3;4.9;9.5
2016;0.5;1.6;3.3;8.3;10.1;14.7;18.2;16.9;15.2;8.1;4;4.4;8.8
2017;-1.8;2;6.7;7.5;11.8;17.4;17.9;19.3;11.1;10.2;3.2;0.1;8.8
2018;1.5;-2.1;1.6;10.6;12.8;16;18;18.9;15.5;10.8;5.7;1.8;9.3
2019;-1;4.4;5.5;7.1;7.9;19.4;18.6;18.8;13.9;10.5;4.9;2.7;9.4
2020;2.8;3.2;3.6;9.5;11.6;14.2;17;17.8;14;7.8;6.1;1.1;9.1
2021;-1.5;2.3;3.5;5.1;9;17.4;17.8;16.4;14.2;8.4;5.5;2.2;8.4
2022;2.5;2.2;3.3;5.9;13.4;17.8;19.5;17.9;12.2;12.6;5.6;1.5;9.5
2023;0.9;2;4.9;5.7;11;15.6;17.8;18.1;15.9;12.2;4.4;3.5;9.3
2024;2.2;5.2;5.4;8.3;10.7;15.7;19.1;20.5;13.4;10.5;5.8;3.1;10
Medio mensile;0.5;1.1;3.8;7.1;11.2;15.3;17.5;17.3;13;9.2;4.6;1.4;8.5
;;;;;;;;;;;;;
Il valore mensile è il valore medio delle medie giornaliere del mese.;;;;;;;;;;;;;
Il valore medio mensile è il valore medio dei valori mensili.;;;;;;;;;;;;;
Il valore medio annuale è il valore medio dei valori mensili dell'anno.;;;;;;;;;;;;;
Con valore >> il dato non è disponibile;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Tabella dei giorni assenti;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;
1994;0;0;0;0;0;0;0;0;0;0;0;0;
1995;0;0;0;0;0;0;0;0;0;0;0;0;
1996;0;0;0;0;0;0;0;0;0;0;0;0;
1997;0;0;0;0;0;0;0;0;0;0;0;0;
1998;0;0;0;0;0;0;0;0;0;0;0;0;
1999;0;0;0;0;0;0;0;0;0;0;0;0;
2000;0;0;0;0;0;0;0;0;0;0;0;0;
2001;6;0;0;0;0;15;6;0;0;0;0;0;
2002;0;0;3;0;0;0;0;0;0;0;0;0;
2003;1;10;11;7;2;3;7;0;0;0;4;0;
2004;0;0;0;0;0;0;0;0;0;0;0;0;
2005;0;0;0;0;0;0;0;0;0;0;0;0;
2006;0;0;0;0;1;0;0;0;0;0;1;0;
2007;0;0;0;0;0;0;0;0;0;0;0;0;
2008;0;0;0;0;0;0;0;0;0;0;0;0;
2009;0;0;0;0;0;0;0;0;0;0;0;0;
2010;0;0;0;0;0;0;0;0;0;0;0;0;
2011;0;0;0;0;0;0;0;0;0;0;0;0;
2012;0;0;0;0;0;0;0;0;0;0;0;0;
2013;0;0;0;0;0;0;0;0;0;0;0;0;
2014;0;0;0;0;0;0;0;0;0;0;0;0;
2015;0;0;0;0;0;0;0;0;0;0;0;0;
2016;0;0;0;0;0;0;0;0;0;0;0;0;
2017;0;0;0;0;0;0;0;0;0;0;0;0;
2018;0;0;0;0;0;0;0;0;0;0;0;0;
2019;0;0;0;0;0;0;0;0;0;0;0;0;
2020;0;0;0;0;0;0;0;0;0;0;0;0;
2021;0;0;0;0;0;0;0;0;0;0;0;0;
2022;0;0;0;0;0;0;0;0;0;0;0;0;
2023;0;0;0;0;0;0;0;0;0;0;0;0;
2024;0;0;0;0;0;0;0;0;0;0;0;0;
;;;;;;;;;;;;;
Bollettino elaborato il 4 marzo 2025;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori massimi mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Roncadin (Chies d'Alpago);;;;;;;;;;;;;
Coordinata X 1762997 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5120910 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 1160 m s.l.m.;;;;;;;;;;;;;
Parametro Temperatura aria a 2m (°C) media delle massime;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Medio
;;;;;;;;;;;;;annuale
1994;5.3;3;11.2;9.2;14.9;19.8;24.2;24.8;18.2;12.2;10.1;6.2;13.3
1995;2.4;5.7;5.9;11.1;14.1;16.9;23.7;20.5;15.2;16.5;6.9;3.1;11.8
1996;3.4;2;4.2;10.9;15.1;20.7;20;20.3;14.1;10.9;6.8;2.8;10.9
1997;6.1;6.4;10.6;10;15.8;18;21;21.1;19.9;12.6;6.9;3.7;12.7
1998;4.3;9.2;7.3;8.5;15.3;19.5;21.6;22.8;16;11.6;5.2;3.5;12.1
1999;5.1;2.7;7.4;10.8;15.4;19.1;21.7;20.7;18.4;12.4;6.4;2.4;11.9
2000;4.6;5.7;7.6;12.4;16.9;21.2;19.6;23.2;17.8;12.3;7.1;5.1;12.8
2001;3.7;5.7;8;9.7;17.7;16.9;22.3;23.9;14.5;15.7;7.1;2.9;12.3
2002;5.2;6.4;11;10.1;15.5;21.6;22.3;21.3;16.4;12.9;8.4;4;12.9
2003;3.6;3.6;11.1;10.7;19.6;25.6;24.8;27.7;18.5;10.5;8.3;5.2;14.1
2004;2.2;5;7.3;10.9;13.8;20.3;23;23.5;18.8;13.8;8.7;6.8;12.8
2005;4.4;2.4;8.3;10.6;17.5;20.9;22.7;20.1;18.1;13.3;7.4;3.2;12.4
2006;3.8;4;5.7;12.1;16.5;22.4;26.4;20.2;20.9;15.6;9.7;7.2;13.7
2007;6.4;7.7;9.2;16.8;18.5;20.6;23.8;21.7;17.3;12.8;7.2;5.7;14
2008;5.4;6.7;6.9;10.8;16.4;21.1;23.1;23.4;17;14.4;7.4;4.7;13.1
2009;3.5;3.9;7.9;13.5;19.3;19.7;22.5;24.1;19.4;12.9;8;2.9;13.1
2010;1.3;3.4;7;12.7;14.7;20.7;24.5;22.1;17.2;11.5;6.3;2;12
2011;4.6;6.8;9.2;15.6;18.9;20.5;21.7;24.2;21.7;14;9.9;5.5;14.4
2012;4.4;3.1;13.4;11;17.3;22;24.5;25.7;19;13.9;9.1;3.6;13.9
2013;5.5;4.2;6.4;12.3;14.3;21.6;25.9;25.1;19.8;13.7;7.6;8.1;13.7
2014;4.7;5.8;11.6;13.3;16.4;21.9;21.7;21;18.8;16.1;10.4;5.5;13.9
2015;5.9;5.8;9;12.7;17;22.5;27.4;25.2;18.6;13.6;12.4;10.3;15
2016;5.1;5.3;8.7;13.4;15.7;21.4;25.4;24.1;22;13.7;7.5;9.6;14.3
2017;3.2;6;12.6;13.4;18.2;24.6;25.1;26.6;16.7;16.4;7.7;4.2;14.6
2018;5.9;2.3;6.1;16.6;18.6;23.1;25.2;26.1;22.5;16.3;9.7;6.8;14.9
2019;3.7;10.2;11.8;11.7;12.9;26.4;26.1;25.8;20.1;15.4;7.9;6.2;14.8
2020;6.9;8.1;8.5;15.5;17;19.4;23;23.7;19.7;12.3;10.6;4.1;14.1
2021;2.4;7;9;10.2;14.1;23.2;23.6;22.2;19.6;13.6;9.2;6;13.3
2022;6.5;6.6;8.7;10.7;18.7;23.3;25.3;23.5;16.9;17.1;9.2;4.6;14.3
2023;4.1;6.2;9.1;9.8;14.8;20.6;22.9;22.6;20.8;16.1;8.3;6.8;13.5
2024;5.7;8.1;8.8;12.4;14.3;20.1;23.8;25.8;17.3;13.6;9.5;7;13.9
Medio mensile;4.5;5.5;8.7;11.9;16.3;21.1;23.5;23.3;18.4;13.8;8.3;5.2;13.4
;;;;;;;;;;;;;
Il valore mensile è il valore medio delle massime giornaliere del mese.;;;;;;;;;;;;;
Il valore medio mensile è il valore medio dei valori mensili.;;;;;;;;;;;;;
Il valore medio annuale è il valore medio dei valori mensili dell'anno.;;;;;;;;;;;;;
Con valore >> il dato non è disponibile;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Tabella dei giorni assenti;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;
1994;0;0;0;0;0;0;0;0;0;0;0;0;
1995;0;0;0;0;0;0;0;0;0;0;0;0;
1996;0;0;0;0;0;0;0;0;0;0;0;0;
1997;0;0;0;0;0;0;0;0;0;0;0;0;
1998;0;0;0;0;0;0;0;0;0;0;0;0;
1999;0;0;0;0;0;0;0;0;0;0;0;0;
2000;0;0;0;0;0;0;0;0;0;0;0;0;
2001;6;0;0;0;0;15;6;0;0;0;0;0;
2002;0;0;3;0;0;0;0;0;0;0;0;0;
2003;1;10;11;7;2;3;7;0;0;0;4;0;
2004;0;0;0;0;0;0;0;0;0;0;0;0;
2005;0;0;0;0;0;0;0;0;0;0;0;0;
2006;0;0;0;0;1;0;0;0;0;0;1;0;
2007;0;0;0;0;0;0;0;0;0;0;0;0;
2008;0;0;0;0;0;0;0;0;0;0;0;0;
2009;0;0;0;0;0;0;0;0;0;0;0;0;
2010;0;0;0;0;0;0;0;0;0;0;0;0;
2011;0;0;0;0;0;0;0;0;0;0;0;0;
2012;0;0;0;0;0;0;0;0;0;0;0;0;
2013;0;0;0;0;0;0;0;0;0;0;0;0;
2014;0;0;0;0;0;0;0;0;0;0;0;0;
2015;0;0;0;0;0;0;0;0;0;0;0;0;
2016;0;0;0;0;0;0;0;0;0;0;0;0;
2017;0;0;0;0;0;0;0;0;0;0;0;0;
2018;0;0;0;0;0;0;0;0;0;0;0;0;
2019;0;0;0;0;0;0;0;0;0;0;0;0;
2020;0;0;0;0;0;0;0;0;0;0;0;0;
2021;0;0;0;0;0;0;0;0;0;0;0;0;
2022;0;0;0;0;0;0;0;0;0;0;0;0;
2023;0;0;0;0;0;0;0;0;0;0;0;0;
2024;0;0;0;0;0;0;0;0;0;0;0;0;
;;;;;;;;;;;;;
Bollettino elaborato il 4 marzo 2025;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori minimi mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Roncadin (Chies d'Alpago);;;;;;;;;;;;;
Coordinata X 1762997 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5120910 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 1160 m s.l.m.;;;;;;;;;;;;;
Parametro Umidità relativa a 2m (%) minima delle minime;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Medio
;;;;;;;;;;;;;annuale
1994;17;29;19;28;41;29;36;33;50;36;34;7;30
1995;15;7;17;14;30;48;46;31;41;18;17;43;27
1996;20;12;19;17;21;34;38;47;27;27;28;13;25
1997;13;16;12;12;16;28;33;39;34;5;30;27;22
1998;18;10;9;32;33;39;23;23;45;16;23;18;24
1999;14;13;17;24;40;27;38;52;46;43;20;19;29
2000;13;15;19;20;39;41;43;21;46;43;40;19;30
2001;28;15;34;17;29;28;46;36;18;26;15;15;26
2002;12;19;23;28;36;40;43;46;48;19;30;49;33
2003;16;16;16;17;33;37;41;27;31;28;51;14;27
2004;19;18;27;32;40;45;48;46;45;58;15;6;33
2005;17;17;22;32;14;27;30;26;40;36;15;9;24
2006;7;13;14;21;33;27;23;26;41;23;11;7;20
2007;11;22;19;26;21;37;25;41;22;21;10;16;23
2008;8;15;12;15;30;45;34;43;40;31;17;20;26
2009;13;18;9;19;18;31;33;42;35;17;30;22;24
2010;20;21;12;22;18;34;33;27;31;33;35;13;25
2011;24;14;14;13;35;43;37;34;42;26;20;19;27
2012;14;13;18;23;26;30;27;34;40;36;34;20;26
2013;8;18;16;36;32;35;34;25;27;19;17;7;23
2014;32;33;17;14;19;38;35;36;29;20;38;16;27
2015;14;16;17;10;38;39;33;26;32;15;10;17;22
2016;12;14;25;26;26;41;30;39;38;32;25;5;26
2017;10;27;11;12;40;29;38;35;34;12;8;21;23
2018;13;17;27;20;33;39;34;33;15;14;22;13;23
2019;16;17;9;27;29;28;38;43;41;36;40;16;28
2020;15;15;26;13;30;44;46;45;46;41;28;38;32
2021;25;20;21;16;29;43;43;46;51;39;29;23;32
2022;10;17;16;33;50;37;31;43;26;28;25;40;30
2023;22;18;12;18;42;43;50;32;42;37;26;21;30
2024;16;28;33;24;54;45;60;44;37;51;22;13;36
Medio mensile;16;18;18;21;31;36;37;36;37;29;25;19;27
;;;;;;;;;;;;;
Il valore mensile è il valore minimo delle minime giornaliere del mese.;;;;;;;;;;;;;
Il valore medio mensile è il valore medio dei valori mensili.;;;;;;;;;;;;;
Il valore medio annuale è il valore medio dei valori mensili dell'anno.;;;;;;;;;;;;;
Con valore >> il dato non è disponibile;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Tabella dei giorni assenti;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;
1994;0;0;0;0;0;0;0;0;0;0;0;0;
1995;0;0;0;0;0;0;0;0;0;0;0;0;
1996;0;0;0;0;0;0;0;0;0;0;0;0;
1997;0;0;0;0;0;0;0;0;0;0;0;0;
1998;0;0;0;0;0;0;0;0;0;0;0;0;
1999;0;0;0;0;0;0;0;0;0;0;0;0;
2000;0;0;0;0;0;0;0;0;0;0;0;0;
2001;6;0;0;0;0;15;6;0;0;0;0;0;
2002;0;0;3;0;0;0;0;0;1;0;0;0;
2003;0;0;0;7;2;3;7;0;0;0;4;0;
2004;0;0;0;0;0;0;0;0;0;0;0;0;
2005;0;0;2;21;0;0;0;0;0;0;0;0;
2006;0;0;0;0;1;0;0;0;0;0;0;0;
2007;0;0;0;0;0;0;0;0;0;0;0;0;
2008;0;0;0;0;0;0;0;0;0;0;0;0;
2009;0;0;0;0;0;0;0;0;0;0;0;0;
2010;0;0;0;0;0;0;0;0;0;0;0;0;
2011;0;0;0;0;0;0;0;0;0;0;0;0;
2012;0;0;0;0;0;0;0;0;0;0;0;0;
2013;0;0;0;0;0;0;0;0;0;0;0;0;
2014;0;0;0;0;0;25;9;0;0;0;0;0;
2015;0;0;0;0;0;0;0;0;0;0;0;0;
2016;0;0;0;0;0;0;0;0;0;0;0;0;
2017;0;0;0;0;0;0;0;0;0;0;0;0;
2018;0;0;0;0;0;0;0;0;0;0;0;0;
2019;0;0;0;0;3;0;0;0;0;0;0;0;
2020;0;0;0;0;0;0;0;0;0;0;0;0;
2021;0;0;0;0;0;0;0;0;0;0;0;0;
2022;0;0;0;0;0;0;0;0;0;0;0;0;
2023;0;0;0;0;0;0;0;0;0;0;0;0;
2024;0;0;0;0;0;0;0;0;0;0;0;0;
;;;;;;;;;;;;;
Bollettino elaborato il 4 marzo 2025;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori massimi mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Roncadin (Chies d'Alpago);;;;;;;;;;;;;
Coordinata X 1762997 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5120910 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 1160 m s.l.m.;;;;;;;;;;;;;
Parametro Umidità relativa a 2m (%) massima delle massime;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Medio
;;;;;;;;;;;;;annuale
1994;97;98;99;100;100;100;100;100;100;100;100;100;100
1995;100;100;100;100;100;100;100;100;100;100;100;100;100
1996;100;100;100;100;100;100;100;100;100;100;100;100;100
1997;100;100;100;100;100;100;100;98;98;100;100;99;100
1998;99;97;97;100;100;100;96;100;100;100;99;93;98
1999;98;93;98;100;100;99;98;100;100;100;100;100;99
2000;90;95;98;98;98;100;100;99;100;100;100;100;98
2001;100;92;99;98;99;92;100;99;100;100;100;89;97
2002;96;100;99;100;100;100;100;100;100;100;100;100;100
2003;96;89;95;98;95;98;96;98;100;100;100;100;97
2004;100;100;100;100;100;100;100;100;100;100;100;100;100
2005;95;91;98;94;96;98;98;99;100;96;96;96;96
2006;94;94;95;96;99;97;98;99;99;99;99;99;97
2007;99;99;100;95;98;100;99;100;100;100;98;96;99
2008;98;98;97;99;99;100;100;98;98;97;100;100;99
2009;96;96;97;97;95;98;97;99;100;99;100;100;98
2010;100;100;100;98;100;100;100;100;100;100;100;100;100
2011;100;100;100;100;100;100;100;100;100;100;100;94;100
2012;92;91;93;94;94;95;95;96;96;96;100;95;95
2013;97;96;98;99;95;94;95;96;96;97;97;97;96
2014;97;98;97;98;98;97;96;97;98;98;98;97;97
2015;96;94;98;96;98;100;99;100;100;100;100;100;98
2016;100;100;100;100;100;100;100;100;100;100;100;98;100
2017;100;100;100;100;100;100;100;100;100;100;100;100;100
2018;100;100;100;100;100;100;100;100;100;100;100;100;100
2019;100;100;100;100;100;100;100;100;100;100;100;100;100
2020;100;100;100;97;98;99;97;97;100;100;100;100;99
2021;100;100;98;99;98;96;97;97;99;100;99;99;98
2022;100;99;99;99;99;99;98;97;99;100;100;100;99
2023;100;100;99;99;98;99;97;100;100;100;100;100;99
2024;100;100;100;99;100;100;100;100;100;100;100;100;100
Medio mensile;98;97;99;98;99;99;99;99;99;99;100;98;99
;;;;;;;;;;;;;
Il valore mensile è il valore massimo delle massime giornaliere del mese.;;;;;;;;;;;;;
Il valore medio mensile è il valore medio dei valori mensili.;;;;;;;;;;;;;
Il valore medio annuale è il valore medio dei valori mensili dell'anno.;;;;;;;;;;;;;
Con valore >> il dato non è disponibile;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Tabella dei giorni assenti;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;
1994;0;0;0;0;0;0;0;0;0;0;0;0;
1995;0;0;0;0;0;0;0;0;0;0;0;0;
1996;0;0;0;0;0;0;0;0;0;0;0;0;
1997;0;0;0;0;0;0;0;0;0;0;0;0;
1998;0;0;0;0;0;0;0;0;0;0;0;0;
1999;0;0;0;0;0;0;0;0;0;0;0;0;
2000;0;0;0;0;0;0;0;0;0;0;0;0;
2001;6;0;0;0;0;15;6;0;0;0;0;0;
2002;0;0;3;0;0;0;0;0;1;0;0;0;
2003;0;0;0;7;2;3;7;0;0;0;4;0;
2004;0;0;0;0;0;0;0;0;0;0;0;0;
2005;0;0;2;21;0;0;0;0;0;0;0;0;
2006;0;0;0;0;1;0;0;0;0;0;0;0;
2007;0;0;0;0;0;0;0;0;0;0;0;0;
2008;0;0;0;0;0;0;0;0;0;0;0;0;
2009;0;0;0;0;0;0;0;0;0;0;0;0;
2010;0;0;0;0;0;0;0;0;0;0;0;0;
2011;0;0;0;0;0;0;0;0;0;0;0;0;
2012;0;0;0;0;0;0;0;0;0;0;0;0;
2013;0;0;0;0;0;0;0;0;0;0;0;0;
2014;0;0;0;0;0;25;9;0;0;0;0;0;
2015;0;0;0;0;0;0;0;0;0;0;0;0;
2016;0;0;0;0;0;0;0;0;0;0;0;0;
2017;0;0;0;0;0;0;0;0;0;0;0;0;
2018;0;0;0;0;0;0;0;0;0;0;0;0;
2019;0;0;0;0;3;0;0;0;0;0;0;0;
2020;0;0;0;0;0;0;0;0;0;0;0;0;
2021;0;0;0;0;0;0;0;0;0;0;0;0;
2022;0;0;0;0;0;0;0;0;0;0;0;0;
2023;0;0;0;0;0;0;0;0;0;0;0;0;
2024;0;0;0;0;0;0;0;0;0;0;0;0;
;;;;;;;;;;;;;
Bollettino elaborato il 4 marzo 2025;;;;;;;;;;;;;
